hash,time,message
e5cc38c,2013-06-03 16:28:45,Improved error messages when an invalid number of contracted beads is specified
07ef5c0,2013-06-03 16:51:59,Merge pull request #15 from peastman/master
7ae8e13,2013-06-04 10:16:08,Fixed a bug caused by conflicting definitions of sum()
712a44c,2013-06-04 10:59:19,Merge pull request #17 from peastman/master
2ff0b0a,2013-06-04 14:15:40,Converted the array containing atom block indices for the neighbor list from ushort2 to int.  This removes the hard limit of 2 million atoms.
4cf9f9d,2013-06-04 14:16:07,Merge branch 'master' of https://github.com/peastman/openmm
2ca9625,2013-06-05 22:47:29,Merge branch 'master' of https://github.com/SimTk/openmm
3261df6,2013-06-11 16:16:23,Avoid writing malformed output when the positions are too large.
c023f4c,2013-06-11 17:36:27,Fixed documentation mistake (thanks Robert)
58786bc,2013-06-12 12:13:18,fix negative sign issue  and gracefully degrade precision by lopping off decimal places
b4c5247,2013-06-12 13:10:38,change error
5f144c2,2013-06-12 13:53:30,Merge pull request #20 from rmcgibbo/pdb-overflow
3dbc4f7,2013-06-12 15:05:18,Using a const Vec3& instead of three doubles for the AnisotropicBarostat API.  Still figuring out SWIG issues.
93e8186,2013-06-12 16:35:46,Placed MonteCarloAnisotropicBarostat into separate files
527cc49,2013-06-12 16:41:40,Compiles
05d0b6b,2013-06-12 18:09:14,Merge branch 'master' of https://github.com/SimTk/openmm into vec3api
960d201,2013-06-12 22:21:18,Remove hardcoded osx sysroot
484472c,2013-06-13 11:50:05,Began implementing CPU based PME
82036a8,2013-06-13 11:51:14,Merge branch 'master' of https://github.com/SimTk/openmm
ca74ebb,2013-06-13 12:18:28,Python wrapper for getVirtualSite() returns the correct subclass
84acc13,2013-06-13 13:31:41,Fixed bugs in addExtraParticles()
9d03dbb,2013-06-13 14:32:35,Merge pull request #24 from peastman/master
ca48969,2013-06-13 15:56:12,Merge branch 'master' of https://github.com/SimTk/openmm
3d85521,2013-06-13 15:58:59,Merge branch 'master' of https://github.com/SimTk/openmm into vec3api
cf1070b,2013-06-14 14:40:18,Continuing to implement CPU based PME
54a9354,2013-06-17 11:42:40,Optimizations and bug fixes to CPU based PME
58e0996,2013-06-18 11:44:10,Parallelized the reciprocal convolution and force interpolation.
684ba72,2013-06-19 14:00:22,Parallelized charge spreading for CPU based PME.
1e9099c,2013-06-20 11:22:22,Fixed Python wrapper for specifying the pressure as a Vec3
4572d2e,2013-06-20 16:52:49,Changed gb settings to use strings rather than named constants.
823ad16,2013-06-20 16:56:44,Continuing to implement CPU based PME
ff8edf2,2013-06-21 11:04:44,Merge pull request #27 from jlmaccal/fix-sysroot
56c071c,2013-06-21 11:29:45,Fixed threading problems in CPU based PME
4092907,2013-06-21 14:40:36,Merge branch 'upstream' into fork
e1a4e01,2013-06-21 15:09:05,"Revert ""Changed gb settings to use strings rather than named constants."""
932a61b,2013-06-21 15:15:40,Connected CPU based PME to CUDA platform
5e0b0e3,2013-06-24 14:35:29,Moved CPU based PME to a separate plugin
68f8aed,2013-06-24 14:39:45,Merge branch 'pme' of https://github.com/peastman/openmm into pme
4eb7213,2013-06-24 14:41:00,File missed in last checkin
efee2f8,2013-06-24 14:41:51,Merge branch 'pme' of https://github.com/peastman/openmm into pme
06fa089,2013-06-24 15:04:20,Fixed compilation errors on Linux
dcfd5c0,2013-06-24 16:30:51,Optimized reciprocal space convolution by caching scale factors
f623f01,2013-06-25 14:19:39,Created AVX version of charge spreading.  Also fixed incorrect energy computation.
634a213,2013-06-25 14:23:37,Improved accuracy of SETTLE in mixed precision
d952c8a,2013-06-25 16:44:18,Merge pull request #31 from peastman/master
041f973,2013-06-26 14:18:00,Bug fixes and minor optimizations
e249751,2013-06-26 16:03:36,Further optimizations to CPU based PME
f91a528,2013-06-27 10:55:22,Merge branch 'master' of https://github.com/SimTk/openmm
8ed07b6,2013-06-27 10:55:32,Removed AVX code  since it had very little effect on performance and would have required a more complicated build process.  Also worked around a compilation error with clang.
6077ee4,2013-06-27 10:55:50,Merge branch 'master' of https://github.com/SimTk/openmm into vec3api
79cb699,2013-06-27 10:56:34,Merge branch 'vec3api' of github.com:leeping/openmm into vec3api
d942ac2,2013-06-27 11:26:43,Created platform property for specifying whether to use the CPU based PME
3628d97,2013-06-27 11:58:24,Created a dedicated test case for CPU based PME
f254861,2013-06-27 13:56:54,OpenCL platform can use the CPU based PME
9e74c18,2013-06-28 14:00:40,CPU FFT selects grid dimensions that can be handled efficiently.  Also lots of minor cleanup.
794ab9a,2013-06-28 14:27:01,If FFTW is not found  default to not building the PME plugin.
b63835e,2013-06-28 15:53:53,Disable reaction field when using implicit solvent (see bug 1881)
cce1ca8,2013-07-01 08:53:16,Merge pull request #33 from peastman/master
b1d621b,2013-07-01 08:53:27,Merge pull request #32 from peastman/pme
f8dd519,2013-07-01 10:34:04,Fixed bug in calling acos() function.
73f7c14,2013-07-01 10:41:02,Merge pull request #36 from peastman/master
b460786,2013-07-03 11:44:09,convert numpy arrays to lists in stripUnits
c698141,2013-07-03 12:13:24,Expression parser tolerates a + in front of an exponent
196d01b,2013-07-03 12:58:56,move after the unitstrip
bd23205,2013-07-03 13:49:29,Add an __all__ to openmm.py so that XXX_swigregister functions don't get imported
d89beb8,2013-07-03 14:47:19,Merge pull request #40 from rmcgibbo/swigregister
9349f49,2013-07-03 19:11:36,one more change to the numpy code. last commit was bad
7253aca,2013-07-05 10:43:51,Merge pull request #39 from rmcgibbo/numpy-compatibility
7ba1a10,2013-07-05 10:44:42,Merge branch 'master' of https://github.com/SimTk/openmm
7844aa0,2013-07-05 11:10:56,Merge pull request #38 from peastman/master
cc279e9,2013-07-05 13:22:59,Fixed bugs in handling of random numbers in CustomIntegrator (see bug 1883).
905ed7b,2013-07-05 14:38:37,Further cleanup to handling of random numbers by CustomIntegrator
9c04fe2,2013-07-05 16:05:19,More bug fixes to handling of random numbers by CustomIntegrator
4334eca,2013-07-07 23:22:27,Merge branch 'master' of https://github.com/SimTk/openmm
bf3def1,2013-07-07 23:25:22,Merge branch 'master' of https://github.com/SimTk/openmm into vec3api
a950d69,2013-07-08 11:01:44,Merge pull request #44 from peastman/gle
b8b0097,2013-07-08 12:07:10,Only enable shuffle optimization on CUDA 5.5 or later
0e5073c,2013-07-08 15:00:21,Merge pull request #46 from peastman/master
300758a,2013-07-08 16:34:35,Platform specific header files get installed.  This allows plugins to be built with just an OpenMM installation  not a full source tree.
0534520,2013-07-08 16:38:34,Merge branch 'headers' of https://github.com/peastman/openmm into headers
c85acb3,2013-07-09 01:21:04,Begin implementing unit tests for anisotropic barostat.
a4cfb12,2013-07-09 01:21:28,Merge branch 'master' of https://github.com/SimTk/openmm into vec3api
8e725a7,2013-07-09 01:22:26,Merge branch 'master' of https://github.com/SimTk/openmm
e4beb29,2013-07-09 11:58:49,AmoebaMultipoleForce did not report particle groups  which could potentially lead to incorrect reordering
511f3c3,2013-07-10 01:23:43,Implemented unit tests for MonteCarloAnisotropicBarostat
7c4170d,2013-07-10 01:44:03,Merge branch 'master' into vec3api
3279efe,2013-07-10 13:36:50,Merge pull request #47 from peastman/headers
c020741,2013-07-10 13:38:05,Merge pull request #48 from peastman/master
abb5e39,2013-07-11 16:19:56,Implemented Einstein crystal unit tests  deleted ice unit test
7a55f02,2013-07-11 16:27:10,Reverted testInstallation.py
e1f8c0b,2013-07-11 17:20:03,Fixed ACE and NME groups for modeller.
73882ac,2013-07-11 17:26:01,Merge pull request #51 from leeping/hydxmlfix
5587fac,2013-07-11 18:03:02,Merge https://github.com/SimTk/openmm
3862202,2013-07-12 13:30:04,Merge branch 'upstream' into fork
4941cc7,2013-07-12 13:33:34,Removed trailing whitespace
c507f56,2013-07-12 15:00:32,Merge pull request #53 from jlmaccal/fix-whitespace
3a2f464,2013-07-12 15:04:13,Cleanup and bugfixes to MonteCarloAnisotropicBarostat
49d6023,2013-07-12 15:12:03,Merge branch 'master' of https://github.com/leeping/openmm
604a853,2013-07-12 15:21:23,Changed some includes in test cases
6701dac,2013-07-12 15:25:12,Merge pull request #12 from leeping/master
25c2204,2013-07-12 17:11:44,Removed an if statement that was causing addHydrogens() to fail for systems containing OH groups.
74415dd,2013-07-12 17:13:22,Merge branch 'master' of https://github.com/SimTk/openmm
3867d04,2013-07-12 17:31:43,Merge pull request #54 from leeping/master
0997063,2013-07-15 11:38:43,RPMDIntegrator.setPositions() did not take periodic box offsets into account
0190d1e,2013-07-15 15:19:58,Merge pull request #58 from peastman/master
6d7f027,2013-07-16 10:32:46,Improved integration accuracy on devices that don't support double precision
df2cd75,2013-07-16 10:52:56,Fixed errors running on CPU
d080036,2013-07-16 10:54:04,Work correctly on devices with SIMD width less than 32
eb4f58d,2013-07-16 10:58:11,Eliminated compilation errors on devices that don't support 64 bit integers
892d228,2013-07-16 11:02:18,Removed requirement that default device support double precision
6c61ddf,2013-07-16 12:54:34,Bug fixes
8d9ef56,2013-07-16 17:41:02,Fixed compilation problems on Windows
9a5ecd8,2013-07-17 18:13:13,Add __repr__ to enums  so that we can print them easily in scripts/python
60307de,2013-07-18 10:12:21,Merge pull request #59 from rmcgibbo/enumrepr
451d8c5,2013-07-18 10:27:46,Changed CMake scripts to work correctly if the FFTW threading support was built into the main library instead of a separate library
958b6ec,2013-07-18 11:17:24,Fix bug in CMake script
3a2299a,2013-07-19 10:12:07,Merge pull request #60 from peastman/embedded
603683e,2013-07-19 14:20:41,Fixed a bug in CustomIntegrator related to atom reordering
fdce64f,2013-07-19 14:21:49,Merge pull request #63 from peastman/master
2413fd8,2013-07-19 14:47:00,Fixed error that caused testInstallation.py to fail when the GPU was configured in exclusive mode
dcee814,2013-07-19 14:51:26,Prevent test case from crashing if the CPU is not supported
1c6bea7,2013-07-19 15:00:26,Improved logic for picking grid size
49cb91c,2013-07-19 17:06:13,Merge pull request #64 from peastman/bugs
cd4b69b,2013-07-20 21:44:01,Changed statedatareporter to not buffer its outstream
3c1bf2c,2013-07-21 19:22:30,return correct subtype for getIntegrator()
d133440,2013-07-21 23:28:28,Add support for pickle protocol 2 for Vec3
1d1d139,2013-07-22 10:41:24,Merge pull request #68 from rmcgibbo/getIntegrator-typemap2
99df675,2013-07-22 10:49:46,Merge pull request #69 from rmcgibbo/pickle2-vec3
bc9f1c6,2013-07-22 11:40:48,add flush instructions
b788fdd,2013-07-22 12:03:04,Merge pull request #66 from rmcgibbo/buffering
73fdc08,2013-07-23 16:36:37,__all__ should not include symbols that start with _
3b2ee9b,2013-07-23 16:37:55,Merge pull request #72 from peastman/master
843076a,2013-07-25 15:41:52,Changed order of arguments to produce a simpler API
1cf3d58,2013-07-25 16:24:55,Merge pull request #74 from peastman/master
09efc33,2013-07-25 16:25:30,Added SWM4-NDP water model
e8e7db3,2013-07-25 16:26:04,Merge pull request #75 from peastman/master
cf99e9e,2013-07-26 10:40:37,Updated to newer version of cl.hpp
80e3503,2013-07-26 10:58:43,Merge pull request #76 from peastman/master
71b66a9,2013-07-26 12:57:33,Include process ID in temporary file names to avoid collisions
adf78fa,2013-07-26 13:01:26,Merge pull request #78 from peastman/master
187ccbb,2013-07-26 14:18:24,Added an argument to addHydrogens() for selecting which Platform to use for minimization.  Also marked convertWater() as deprecated.
927480f,2013-07-26 14:18:49,Merge branch 'master' of https://github.com/peastman/openmm
9076fe4,2013-07-26 14:21:44,Merge pull request #79 from peastman/master
e1c332d,2013-07-26 17:37:38,Lots of updates to documentation for new features in 5.2.
1c3d149,2013-07-26 17:38:33,Merge pull request #80 from peastman/master
2ad438b,2013-07-26 23:35:58,Fix segfault when positions are not 3 dimensional.
6144a88,2013-07-29 10:59:42,Merge pull request #82 from rmcgibbo/setLength
d7aebd3,2013-07-29 13:15:07,Cache the PTX files for compiled kernels
00f5154,2013-07-29 17:14:57,Cache filename specifies whether it was compiled in 32 or 64 bit mode
50eb44c,2013-07-30 11:39:59,Eliminated some #defines to improve the efficiency of PTX caching
bf34e94,2013-07-30 15:49:17,Can set OPENMM_CACHE_DIR to specify where PTX files should be cached
818dc73,2013-07-31 13:19:52,Merge pull request #84 from peastman/cache
9e09ca6,2013-07-31 13:37:47,ForceField tries to figure out why no residue matched a template
16b5edb,2013-07-31 13:58:58,Handle extra particles correctly when guessing why no template matched a residue.
b2d5520,2013-08-01 12:17:46,Converted the routine for identifying molecules from a recursion to a loop.  This avoids stack overflows with very long linear molecules.
52c444c,2013-08-01 12:19:29,Merge pull request #85 from peastman/templates
509373c,2013-08-01 16:14:04,create a simtk.openmm.version module that contains the git revision
4ed33ef,2013-08-01 16:18:10,dont want to double quote
d1d7400,2013-08-01 16:48:25,Moved Python app layer tests into the main source tree
01e5d92,2013-08-01 16:50:57,Merge pull request #90 from peastman/master
ea65f7c,2013-08-02 11:51:12,Merge pull request #87 from peastman/molecules
9305579,2013-08-02 11:52:35,Speed optimization to GromacsTopFile
8060c45,2013-08-02 11:52:50,Merge branch 'master' of https://github.com/SimTk/openmm
c29c1d5,2013-08-02 11:54:01,Merge pull request #92 from peastman/master
9d11ced,2013-08-02 14:02:04,Merge pull request #89 from rmcgibbo/gitversion
54ef6b4,2013-08-02 14:48:31,Get the version number from the CMake script
7541ca0,2013-08-02 14:50:25,Merge pull request #93 from peastman/master
c04bc13,2013-08-02 16:11:31,Fixed compilation errors on compilers that do not enable SSE by default
01f2108,2013-08-02 16:22:46,Fixed compilation error on Windows
615ab13,2013-08-02 16:24:19,Merge branch 'master' of https://github.com/peastman/openmm
ce8d6a2,2013-08-02 16:26:23,Merge pull request #94 from peastman/master
9840ca7,2013-08-05 13:04:42,Created API and reference implementation of restricting CustomNonbondedForce to selected interaction groups
0961126,2013-08-07 13:33:17,Created CUDA implementation of restricting CustomNonbondedForce to selected interaction groups
5aebb61,2013-08-07 14:44:45,Fixed Python API for CustomNonbondedForce.addInteractionGroup()
aba74fd,2013-08-07 15:40:23,Bug fixes and an optimization to CustomNonbondedForce with interaction groups
54c0ca3,2013-08-08 11:29:06,Began creating OpenCL implementation of CustomNonbondedForce interaction groups
4ea1096,2013-08-08 16:25:34,Finished OpenCL implementation of interaction groups
b2af59a,2013-08-13 13:07:24,Bug fixes to interaction groups
a11a0a5,2013-08-13 15:27:44,Implemented long range correction for interaction groups
c4403e7,2013-08-13 20:37:53,Merge pull request #98 from peastman/groups
